日线	000001	上证指数												
时间	开盘价	最高价	最低价	收盘价	成交量	成交额	MA.MA1	MA.MA2	MA.MA3	MA.MA4	MA.MA5	MA.MA6	MACD交易.ENTERLONG	MACD交易.EXITLONG
20100430	2867.648926	2875.805908	2820.948975	2870.611084	10807756	103631952	2903.36084	2949.293457	3048.690918	3060.458252	3121.563232	3022.393799	0	0
20100429	2912.196045	2928.929932	2867.937988	2868.431885	11384243	99942728	2925.946045	2975.262207	3062.531494	3066.307617	3123.712646	3020.766846	0	0
20100428	2883.166992	2916.676025	2865.468994	2900.331055	10652059	95519312	2952.156494	3004.916016	3074.564941	3072.375977	3125.760986	3019.138428	0	0
20100427	2962.14502	2962.14502	2866.342041	2907.927979	13342432	124398800	2978.74585	3031.500977	3085.97168	3075.459717	3127.230225	3017.68042	0	0
20100426	2988.076904	2996.827881	2965.832031	2969.50293	11865609	104096144	2993.066895	3056.833252	3096.765137	3077.760254	3127.962646	3016.278809	0	0
20100423	2995.568115	3015.633057	2966.784912	2983.537109	13803224	117602048	2995.22583	3072.809326	3101.275391	3079.223877	3127.887695	3014.416504	0	0
20100422	3021.289063	3023.641113	2978.457031	2999.483887	15553264	136997712	3024.578857	3088.990479	3103.057129	3081.481934	3128.285889	3012.618652	0	0
20100421	2984.61792	3034.326904	2972.095947	3033.278076	14822587	131151400	3057.675293	3100.912842	3105.92334	3083.129883	3128.468994	3010.764893	0	0
20100420	2980.081055	2998.913086	2941.350098	2979.532959	12715942	118165376	3084.256348	3112.407471	3106.915771	3084.325195	3129.104736	3008.740967	0	0
20100419	3096.784912	3096.784912	2977.773926	2980.297119	16008817	153147984	3120.599854	3130.322266	3111.668213	3086.781982	3130.173584	3006.877686	0	1
20100416	3159.672119	3159.672119	3121.365967	3130.302002	10479931	95126168	3150.393066	3148.088379	3116.040771	3088.474121	3130.766357	3004.733398	0	0
20100415	3168.138916	3181.663086	3135.98999	3164.966064	13848737	116473280	3153.4021	3149.799805	3111.830078	3084.909668	3130.268799	3001.731689	0	0
20100414	3161.551025	3167.657959	3145.554932	3166.183105	13934267	114888784	3144.150391	3144.213623	3106.105957	3082.644531	3129.5979	2998.46167	0	0
20100413	3129.691895	3173.634033	3101.48291	3161.250977	18782089	161433776	3140.558105	3140.442139	3097.438721	3079.541748	3128.531738	2995.553467	0	0
20100412	3151.887939	3156.210938	3111.898926	3129.262939	17652001	147730704	3140.044189	3136.696777	3088.223389	3077.094727	3126.993164	2992.587402	0	0
20100409	3118.926025	3146.458984	3114.788086	3145.346924	13545280	114165552	3145.782959	3129.741943	3082.431152	3074.51709	3125.747803	2989.771729	0	0
20100408	3143.450928	3143.826904	3110.256104	3118.708984	14386508	126899480	3146.196777	3117.124756	3077.727783	3071.693115	3124.290771	2986.822266	0	0
20100407	3156.313965	3161.081055	3132.236084	3148.221924	12849502	114137792	3144.276123	3110.934814	3074.238281	3068.475342	3122.77002	2983.840576	0	0
20100406	3170.612061	3177.968018	3141.929932	3158.680908	14626272	132234656	3140.325439	3101.425049	3070.28418	3062.953857	3120.655518	2980.679688	0	0
20100402	3154.77002	3159.5979	3141.865967	3157.957031	15158014	133339704	3133.348877	3093.014648	3065.011963	3057.777588	3118.597412	2977.54248	0	0
20100401	3111.935059	3148.343994	3111.935059	3147.416016	15608096	140784320	3113.700439	3083.993896	3058.667236	3053.116943	3115.442627	2974.357422	0	0
20100331	3129.573975	3130.112061	3101.756104	3109.10498	12451186	111534904	3088.052246	3073.861084	3052.465088	3047.719971	3112.168945	2970.934082	0	0
20100330	3123.832031	3132.575928	3113.76709	3128.468018	12680888	112628560	3077.593018	3067.998535	3051.860107	3043.499756	3109.289551	2967.851074	0	0
20100329	3076.048096	3130.279053	3071.689941	3123.798096	15842752	151903440	3062.524414	3054.435791	3049.092041	3037.511963	3106.875977	2964.63916	0	0
20100326	3017.215088	3067.707031	3009.905029	3059.715088	11053998	104093576	3052.680176	3039.749756	3047.294189	3031.224854	3104.623779	2961.268311	0	0
20100325	3051.355957	3051.355957	3012.308105	3019.176025	10640483	97324480	3054.287109	3035.119629	3046.905518	3027.214355	3102.81543	2958.092529	0	0
20100324	3058.927979	3076.749023	3052.212891	3056.808105	10474036	98158384	3059.669434	3038.330322	3048.978027	3026.418457	3101.801758	2954.910645	0	0
20100323	3076.957031	3082.965088	3051.210938	3053.125	10992240	101281840	3058.403809	3037.542236	3047.246094	3024.652832	3101.053711	2951.556641	0	0
20100322	3069.659912	3083.344971	3061.759033	3074.575928	11494130	105968224	3046.347168	3039.143799	3043.71875	3020.706055	3100.299805	2947.95752	0	0
20100319	3046.749023	3069.662109	3031.022949	3067.75	10472915	102391880	3026.819824	3037.009277	3040.159668	3016.265381	3100.180664	2944.174561	0	0
20100318	3053.157959	3063.585938	3035.019043	3046.089111	10986439	98192976	3015.952148	3033.34082	3037.678711	3013.649902	3099.614014	2940.438965	0	0
20100317	2999.814941	3050.75708	2994.893066	3050.479004	10671402	96339656	3016.990723	3031.069092	3034.64917	3011.918457	3099.510742	2936.811035	1	0
20100316	2974.487061	2993.843018	2963.437988	2992.841064	7092846	64986780	3016.680176	3035.721924	3031.250244	3009.789551	3099.312988	2933.243164	0	0
20100315	3010.721924	3013.51709	2963.493896	2976.938965	7658831	73318288	3031.940186	3043.748535	3029.050049	3010.674805	3099.287598	2929.747314	0	1
20100312	3051.474121	3057.519043	3011.971924	3013.412109	8561918	77895576	3047.19873	3054.838623	3026.962158	3014.590576	3098.854004	2926.611572	0	0
20100311	3050.644043	3070.935059	3025.309082	3051.281982	9778540	87850576	3050.729248	3058.691895	3023.261963	3018.429688	3098.294189	2923.44165	0	0
20100310	3067.149902	3085.993896	3034.739014	3048.927002	9985853	90553112	3045.147461	3059.625488	3020.463135	3022.015869	3097.287598	2920.029053	0	0
20100309	3053.26001	3084.850098	3028.689941	3069.141113	10884449	99564080	3054.763184	3056.950195	3018.208252	3025.446777	3095.88916	2916.118896	0	0
20100308	3036.415039	3058.832031	3030.905029	3053.231934	9358994	85598072	3055.556641	3048.293945	3011.487061	3031.371338	3094.159424	2912.216553	0	0
20100305	3026.638916	3044.165039	3011.087891	3031.064941	10675056	98280192	3062.478516	3043.310059	3005.893555	3037.500244	3092.424561	2908.334717	0	0
20100304	3098.069092	3102.397949	3016.215088	3023.373047	14674472	136744528	3066.654053	3042.01709	3003.804688	3043.936523	3089.790283	2904.695557	0	0
20100303	3074.099121	3098.456055	3061.467041	3097.004883	13757830	123134064	3074.103271	3038.229736	3002.343262	3050.342773	3086.959961	2901.428711	0	0
20100302	3089.706055	3095.991943	3060.956055	3073.10791	12595962	113653848	3059.137451	3026.779053	2996.823486	3052.864014	3083.382813	2897.843262	0	0
20100301	3057.006104	3093.094971	3054.553955	3087.842041	13285865	120949912	3041.031006	3014.352539	2994.137695	3059.559082	3081.612793	2894.773926	0	0
20100226	3053.498047	3067.524902	3041.688965	3051.943115	12274137	109599888	3024.14209	2999.085693	2994.466309	3063.722656	3080.433838	2891.468506	0	0
20100225	3026.656006	3063.003906	3022.373047	3060.61792	14096051	130544488	3017.380371	2987.831787	2998.29834	3068.524414	3079.730957	2888.169189	0	0
20100224	2964.983887	3023.739014	2955.069092	3022.177002	10678099	99625944	3002.356201	2981.300781	3003.210693	3072.929688	3078.523926	2884.766357	0	0
20100223	2998.906982	2998.906982	2938.75293	2982.574951	9981535	89011528	2994.420898	2979.466309	3009.69458	3080.664063	3078.28418	2881.955566	0	0
20100222	3016.702881	3026.658936	3002.811035	3003.397949	7997998	75193872	2987.674316	2974.68042	3022.909668	3090.650879	3078.102539	2879.582764	0	0
20100212	2996.087891	3018.85791	2993.437012	3018.133057	6772377	60694996	2974.029541	2968.476563	3034.594727	3098.663086	3077.337158	2876.852539	1	0
20100211	2985.082031	3001.635986	2976.079102	2985.499023	6579612	62462060	2958.283447	2965.592529	3044.895508	3107.296387	3075.399414	2873.772461	0	0
20100210	2967.137939	2983.178955	2958.217041	2982.5	6817737	62322404	2960.245117	2966.456787	3056.398193	3116.532715	3074.777344	2870.873779	0	0
20100209	2932.090088	2957.474121	2929.209961	2948.842041	6930470	69093616	2964.512207	2966.867676	3065.906006	3124.175049	3073.845215	2868.00415	0	0
20100208	2936.451904	2954.266113	2922.187012	2935.174072	7413485	68452320	2961.686279	2973.922852	3082.161865	3132.172852	3074.663086	2865.107666	0	0
20100205	2936.197021	2959.23291	2918.908936	2939.4021	11275391	107746152	2962.923828	2989.846436	3096.040527	3139.045654	3076.374512	2862.092041	0	0
20100204	2983.050049	3015.125977	2968.679932	2995.308105	11673690	111441896	2972.901611	3008.764893	3108.870605	3146.179199	3077.818604	2858.726563	0	0
20100203	2945.033936	3005.131104	2890.020996	3003.834961	12226164	119005328	2972.668457	3025.120361	3118.743652	3148.794678	3080.063477	2855.17627	0	0
20100202	2955.75293	2990.748047	2930.559082	2934.712891	9963780	93734936	2969.223145	3039.922119	3131.262939	3150.351074	3082.112793	2851.404053	0	0
20100201	2981.374023	2981.374023	2912.886963	2941.360107	10591200	100564352	2986.159424	3071.138184	3148.63623	3156.626221	3084.829102	2847.711914	0	0
20100129	2979.74292	3024.8479	2968.452881	2989.291992	9762500	91271120	3016.769287	3100.712158	3163.756348	3162.377441	3088.287598	2843.90918	0	0
20100128	2985.214111	3006.039063	2963.891113	2994.143066	8782876	85167128	3044.628418	3124.197998	3178.148926	3168.703857	3091.94751	2839.97168	0	0
20100127	3020.540039	3028.646973	2972.626953	2986.606934	9340972	93150256	3077.572754	3146.338623	3191.571289	3177.40625	3095.924805	2835.935303	0	0
20100126	3094.8479	3107.197998	3001.956055	3019.394043	11234793	109494648	3110.621094	3164.943848	3202.829346	3187.000977	3099.891357	2831.965576	0	0
20100125	3103.320068	3136.999023	3092.926025	3094.410889	9807038	93994072	3156.117188	3190.400879	3211.298584	3196.45166	3103.163574	2827.834473	0	0
20100122	3118.724121	3147.829102	3062.628906	3128.587891	16721811	156427040	3184.654785	3202.234863	3213.645752	3201.54834	3105.056396	2823.274658	0	0
20100121	3154.188965	3176.146973	3126.9021	3158.863037	14569406	132639664	3203.767578	3208.975586	3214.886719	3205.737793	3106.205322	2818.441406	0	0
20100120	3252.037109	3255.12793	3148.333984	3151.850098	19539393	172555632	3215.104736	3212.366943	3210.632324	3208.428223	3108.534424	2813.521484	0	1
20100119	3242.216064	3268.805908	3236.839111	3246.874023	16577468	144950160	3219.266357	3222.603516	3205.565918	3213.255127	3110.895752	2808.367432	0	0
20100118	3213.636963	3238.241943	3202.207031	3237.0979	17172627	145703536	3224.684814	3226.134277	3199.37085	3216.089355	3111.943604	2802.981201	1	0
20100115	3217.189941	3241.814941	3197.220947	3224.1521	15364313	131414088	3219.815186	3226.800293	3193.210449	3218.753906	3112.705322	2797.652344	0	0
20100114	3183.381104	3219.016113	3165.595947	3215.550049	17120832	151986656	3214.184082	3232.099121	3190.956787	3220.103027	3113.308838	2792.268555	0	0
20100113	3204.976074	3232.818115	3165.485107	3172.657959	20236036	185213136	3209.629395	3236.803955	3192.939941	3221.909912	3113.289307	2787.102295	0	1
20100112	3205.705078	3275.201904	3180.084961	3273.966064	17784401	159128752	3225.940918	3240.714355	3198.030029	3224.000244	3114.074707	2782.159912	0	0
20100111	3301.611084	3306.750977	3197.327881	3212.75	18251467	161502176	3227.583496	3232.196045	3199.477051	3221.37793	3113.372803	2776.587158	0	0
20100108	3177.259033	3198.919922	3149.01709	3195.99707	12481344	114602544	3233.7854	3225.056152	3201.205566	3217.495117	3113.131348	2771.019287	0	0
20100107	3253.990967	3268.819092	3176.707031	3192.775879	16053361	145228704	3250.013672	3220.797607	3204.118652	3216.660645	3113.069336	2765.566895	0	0
20100106	3277.51709	3295.86792	3253.043945	3254.215088	16028420	135131296	3263.978516	3208.897949	3206.458496	3219.906982	3112.672363	2760.197998	0	0
20100105	3254.468018	3290.511963	3221.461914	3282.178955	16533912	142274960	3255.487793	3188.528564	3208.581055	3218.884033	3111.225098	2754.587158	0	0
20100104	3289.75	3295.279053	3243.319092	3243.76001	13646398	122446256	3236.809082	3172.60791	3211.066895	3220.766846	3109.822998	2748.868164	0	0
20091231	3264.998047	3282.210938	3250.025879	3277.138916	14232345	133111856	3216.327393	3159.620605	3214.730957	3222.919678	3108.816895	2743.348633	0	0
20091230	3211.827881	3267.000977	3206.217041	3262.600098	16289427	154267504	3191.581543	3149.814453	3214.105225	3224.368652	3107.180664	2737.829102	1	0
20091229	3190.172119	3212.516113	3166.758057	3211.760986	11882766	111437672	3153.817139	3149.075684	3214.462646	3225.723389	3105.738037	2732.729736	0	0
20091228	3148.860107	3202.086914	3148.860107	3188.784912	11277680	103142592	3121.569092	3155.345459	3215.643066	3228.093994	3105.012207	2727.956299	0	0
20091225	3149.226074	3154.773926	3128.149902	3141.353027	10312400	92991120	3108.406738	3166.757324	3215.968506	3230.969971	3104.175537	2723.263672	0	0
20091224	3080.874023	3156.531006	3075.106934	3153.409912	12638686	118410976	3102.91333	3177.354004	3213.714355	3232.513184	3103.5	2718.605469	0	0
20091223	3048.198975	3078.836914	3041.3479	3073.7771	9294041	90495808	3108.046875	3187.439209	3214.592529	3233.164307	3102.289551	2713.891846	0	0
20091222	3126.61499	3129.313965	3039.85791	3050.52002	10168080	96817288	3144.333984	3204.018311	3225.411865	3236.54541	3101.336182	2709.454346	0	0
20091221	3108.066895	3123.986084	3088.00293	3122.9729	9249185	86047280	3189.121826	3228.633057	3234.0625	3240.814941	3100.709229	2705.069092	0	0
20091218	3154.814941	3169.582031	3108.030029	3113.885986	11890309	113626424	3225.108154	3249.525146	3244.847168	3242.568604	3099.086182	2700.704102	0	0
20091217	3261.60791	3272.975098	3176.625977	3179.077881	12660500	119382280	3251.794434	3269.841309	3254.569824	3244.240479	3097.512207	2696.564941	0	0
20091216	3262.862061	3299.331055	3246.606934	3255.212891	12572732	116058232	3266.831787	3278.395996	3261.646484	3243.439697	3095.372559	2691.999756	0	0
20091215	3283.5979	3303.176025	3267.935059	3274.459961	12894472	116372712	3263.702881	3279.850098	3264.047852	3239.217285	3092.351563	2687.342041	0	0
20091214	3246.950928	3315.033936	3178.229004	3302.904053	14387456	139662240	3268.143799	3275.940186	3264.468994	3233.875732	3089.200195	2682.319092	0	0
20091211	3260.447998	3280.938965	3242.373047	3247.318115	10999560	103129000	3273.942139	3265.179932	3263.07666	3226.33374	3085.680176	2677.113525	0	0
20091210	3258.354004	3276.125977	3225.562012	3254.263916	11502510	105610144	3287.887451	3250.074463	3260.093262	3217.95166	3082.4021	2671.98584	0	0
20091209	3258.00293	3284.64502	3228.204102	3239.568115	13928584	129467600	3289.960205	3241.746094	3256.026855	3208.158447	3078.700928	2666.527588	0	0
20091208	3330.325928	3330.38208	3260.670898	3296.664063	16606502	153232560	3295.996826	3246.805664	3252.808105	3201.217041	3074.838135	2661.147705	0	0
20091207	3313.060059	3334.010986	3302.134033	3331.896973	17569592	157473120	3283.736816	3239.491943	3246.905518	3192.043213	3070.612061	2655.445557	0	0
20091204	3256.614014	3319.128906	3214.840088	3317.043945	26315780	243137888	3256.41748	3240.168701	3239.089844	3184.63208	3065.710938	2649.789307	0	0
20091203	3267.995117	3270.366943	3227.771973	3264.62793	19142377	170458800	3212.261719	3239.298828	3231.439697	3177.658691	3061.380127	2644.112549	0	0
20091202	3252.979004	3278.27002	3245.964111	3269.751953	20678779	189209472	3193.532227	3244.897461	3225.960938	3170.551514	3057.643799	2638.608643	0	0
20091201	3191.058105	3240.660889	3173.416016	3235.363037	19472336	183184640	3197.614746	3248.245605	3218.900146	3163.912842	3053.628174	2633.118164	0	0
20091130	3114.290039	3195.878906	3114.290039	3195.301025	16377627	156491856	3195.247314	3252.998047	3212.843262	3158.882568	3049.736084	2628.054199	0	0
20091127	3137.297119	3169.754883	3080.88501	3096.264893	17606595	170088208	3223.919678	3260.973145	3206.910645	3153.648193	3046.057617	2623.208008	0	0
20091126	3296.013916	3305.326904	3160.350098	3170.97998	25912262	240592480	3266.335938	3270.111328	3201.890137	3149.660645	3043.315918	2618.893066	0	1
20091125	3214.814941	3291.173096	3188.019043	3290.165039	22215035	209369376	3296.262451	3270.307373	3191.364258	3143.287598	3040.045898	2613.818848	0	0
20091124	3352.219971	3361.385986	3214.025879	3223.525879	29513657	272142080	3298.876221	3258.810059	3178.422363	3132.633057	3035.330322	2608.780029	0	0
20091123	3312.974121	3339.304932	3305.501953	3338.663086	20548243	178645296	3310.748779	3254.318848	3168.318848	3123.05542	3031.14502	2603.831787	0	0
20091120	3309.375977	3332.531006	3280.184082	3308.345947	20281723	186993952	3298.025879	3238.010742	3156.864014	3108.249512	3025.26416	2598.1875	0	0
20091119	3311.187988	3329.028076	3285.804932	3320.612061	19826332	192477584	3273.88623	3223.579834	3146.839111	3095.028564	3019.265869	2592.390381	0	0
20091118	3287.264893	3315.87207	3274.211914	3303.233887	18366473	169464800	3244.352295	3207.023926	3133.37915	3076.989014	3013.343994	2586.482422	0	0
20091117	3291.043945	3298.378906	3275.304932	3282.888916	19760420	180125152	3218.743896	3189.554199	3121.74707	3058.699463	3007.464111	2580.768555	0	0
20091116	3206.427979	3275.549072	3206.427979	3275.048096	23161457	217640160	3197.888428	3172.687988	3111.825195	3041.387207	3001.862305	2574.62793	0	0
20091113	3164.649902	3189.091064	3127.501953	3187.646973	16850001	167126736	3177.995605	3152.848145	3099.986572	3026.847168	2996.665039	2568.398682	0	0
20091112	3181.457031	3199.868896	3163.077881	3172.945068	15454900	148659136	3173.273926	3133.668457	3089.435791	3015.710449	2992.406982	2562.690674	0	0
20091111	3176.311035	3186.594971	3149.071045	3175.191895	14664289	137875488	3169.695313	3112.42041	3079.777832	3004.703125	2988.072021	2556.825928	0	0
20091110	3203.170898	3211.10498	3176.254883	3178.610107	16519934	153401888	3160.364502	3098.033936	3069.544922	2995.448242	2983.656006	2551.00415	0	0
20091109	3162.145996	3176.660889	3141.77002	3175.584961	16111820	151529824	3147.487793	3082.318848	3057.423828	2988.395264	2979.166504	2545.204834	0	0
20091106	3176.136963	3183.573975	3156.99292	3164.037109	18388670	178199552	3127.700684	3075.717041	3043.368652	2981.297852	2974.901367	2539.556885	0	0
20091105	3133.504883	3158.718018	3122.523926	3155.052979	15776995	158261312	3094.062988	3070.098145	3030.752686	2977.838867	2970.352295	2533.780029	0	0
20091104	3119.312988	3141.452881	3096.354004	3128.537109	16699713	161404096	3055.145264	3059.733887	3011.971191	2972.660645	2965.558105	2528.24707	0	0
20091103	3085.743896	3121.201904	3078.944092	3114.227051	17347052	166580448	3035.703613	3053.939209	2993.271484	2969.5	2961.367188	2522.626221	0	0
20091102	2933.816895	3077.906982	2923.524902	3076.648926	15864576	157185568	3017.149902	3050.961914	2975.736328	2966.58374	2957.060791	2517.528076	0	0
20091030	3007.25	3027.131104	2983.929932	2995.8479	12008653	119313136	3023.733398	3047.124512	2963.846191	2963.688477	2953.026123	2512.723633	0	0
20091029	2975.198975	2993.435059	2952.013916	2960.466064	11999877	125412216	3046.133301	3045.202881	2956.730957	2961.322998	2949.455322	2508.323486	0	0
20091028	3014.181885	3038.059082	2974.258057	3031.329102	11798018	121347040	3064.32251	3047.135254	2950.844238	2960.849121	2946.117188	2504.315674	0	0
20091027	3086.091064	3086.091064	3020.493896	3021.458984	14376574	143799248	3072.174561	3041.05542	2944.155029	2957.487549	2941.502686	2500.08667	0	0
20091026	3114.293945	3123.364014	3083.183105	3109.565918	13373229	126916696	3084.773438	3032.528809	2941.432861	2952.809326	2936.891846	2495.723389	0	0
20091023	3057.386963	3123.462891	3057.386963	3107.846924	16025638	154020448	3070.515137	3011.020508	2934.087646	2944.544189	2930.990967	2490.925293	0	0
20091022	3068.677979	3080.663086	3045.032959	3051.412109	12194330	115141912	3044.272217	2991.407227	2931.708496	2935.783691	2925.136719	2486.472412	0	0
20091021	3080.52002	3105.513916	3062.560059	3070.589111	15788284	150078256	3029.947266	2964.208496	2929.123535	2924.569092	2920.113281	2482.335693	0	0
20091020	3062.551025	3084.944092	3053.643066	3084.454102	17066540	161398112	3009.936035	2932.603516	2927.280518	2911.673584	2915.057861	2478.3479	0	0
20091019	2974.644043	3039.60498	2962.306885	3038.272949	14338228	134983040	2980.283203	2900.510498	2924.394775	2897.783691	2909.865479	2474.012451	0	0
20091016	2992.745117	3008.178955	2931.919922	2976.633057	10728690	105658432	2951.525391	2880.567627	2921.970703	2891.864014	2905.678467	2470.157715	0	0
20091015	2994.889893	3014.26001	2967.10791	2979.788086	11321835	113940272	2938.541748	2868.259277	2919.383301	2890.856201	2902.185059	2466.620361	0	0
20091014	2945.668945	3010.611084	2943.741943	2970.531982	14480300	147615328	2898.469238	2854.552979	2917.706543	2890.449707	2898.219971	2463.332275	0	0
20091013	2889.788086	2937.823975	2886.958984	2936.190918	9040782	90101104	2855.270996	2847.254883	2915.703857	2888.625244	2894.583252	2460.14502	0	0
20091012	2927.020996	2932.077881	2893.572998	2894.48291	10200004	99798720	2820.737793	2850.336914	2912.950195	2890.533447	2891.249023	2457.575195	1	0
20091009	2840.131104	2912.550049	2834.61792	2911.715088	9524247	97067216	2809.609619	2857.155518	2911.306396	2892.74292	2888.188232	2455.187256	0	0
20090930	2772.569092	2803.85791	2763.711914	2779.426025	7003717	75094448	2797.977295	2872.009766	2907.972168	2892.738281	2884.871826	2452.407471	0	0
20090929	2763.763916	2779.690918	2712.299072	2754.540039	7670851	86854616	2810.636475	2894.03833	2904.749512	2892.943115	2882.078369	2450.095703	0	0
20090928	2844.370117	2857.947998	2752.772949	2763.524902	7724274	81369728	2839.239014	2921.957275	2901.208984	2898.154785	2878.956299	2448.023193	0	0
20090925	2836.698975	2864.074951	2812.917969	2838.842041	8348687	88104592	2879.936035	2948.278809	2896.419922	2901.724854	2875.488525	2445.269531	0	0
20090924	2824.583008	2886.256104	2783.105957	2853.553955	11412602	120039008	2904.700928	2963.373779	2897.512207	2908.662598	2872.157715	2441.497803	0	1
20090923	2897.808105	2924.197998	2825.858887	2842.720947	11933134	121360640	2946.042236	2970.506592	2902.154053	2918.229248	2868.542969	2437.799561	0	0
20090922	2956.128906	2982.89502	2896.937012	2897.552979	14109920	142937280	2977.439941	2980.860352	2908.397949	2927.229248	2865.064209	2434.375244	0	0
20090921	2937.926025	2968.700928	2871.645996	2967.010986	14965448	159010144	3004.675293	2984.152832	2909.310059	2939.468262	2860.984863	2431.10376	0	0
20090918	3063.309082	3068.028076	2940.830078	2962.666992	18496169	186678064	3016.621094	2975.562988	2910.631104	2948.893311	2856.036621	2427.551758	0	0
20090917	3015.585938	3064.233887	3015.585938	3060.26001	18123596	176860016	3022.046387	2965.457275	2910.536377	2958.827393	2850.998291	2424.303955	0	0
20090916	3027.506104	3028.563965	2960.591064	2999.709961	17156273	164738368	2994.970947	2943.934082	2903.102295	2968.696289	2845.282959	2420.64624	0	0
20090915	3029.096924	3050.426025	2999.433105	3033.728027	16296720	159377680	2984.280518	2915.460205	2892.395996	2982.989502	2839.966064	2417.220947	0	0
20090914	2990.933105	3033.083008	2984.834961	3026.740967	16001424	159188288	2963.630127	2880.459961	2886.253906	2997.579834	2833.781494	2413.895752	0	0
20090911	2917.193115	2999.327881	2915.904053	2989.791992	14140044	141734128	2934.504883	2844.560059	2878.447998	3012.108398	2828.04541	2410.898193	0	0
20090910	2934.958008	2958.954102	2911.211914	2924.883057	11917620	117502192	2908.868164	2831.649658	2881.307129	3026.184082	2822.509521	2408.045654	0	0
20090909	2944.174072	2962.287109	2900.111084	2946.259033	15657940	148905664	2892.896729	2833.801025	2892.091064	3039.406738	2817.144775	2405.565674	0	0
20090908	2865.695068	2931.22998	2831.852051	2930.475098	15221187	148083056	2846.639893	2835.934326	2900.414063	3050.079102	2811.473877	2403.081299	1	0
20090907	2877.62207	2919.350098	2860	2881.115967	15028656	150735184	2797.289551	2834.467285	2917.126465	3067.009033	2805.584473	2400.948486	0	0
20090904	2841.170898	2875.98291	2827.575928	2861.608887	14585435	147887360	2754.615234	2845.69873	2935.558594	3085.479004	2800.061279	2398.824463	0	0
20090903	2722.304932	2854.160889	2715.618896	2845.023926	14256473	150218176	2754.430908	2855.614746	2955.512695	3102.511963	2794.158691	2396.746582	0	0
20090902	2681.330078	2729.706055	2669.217041	2714.974121	9138566	102232432	2774.705566	2862.270752	2981.077881	3118.62793	2788.19043	2394.766846	0	0
20090901	2649.167969	2727.076904	2639.759033	2683.724121	10556732	119251440	2825.229248	2869.331543	3016.754395	3138.015625	2783.3479	2393.560303	0	0
20090831	2817.628906	2817.628906	2662.99707	2667.745117	12834479	139685056	2871.64502	2892.047607	3056.140137	3155.665283	2778.808838	2392.446045	0	0
20090828	2938.423096	2949.431885	2843.108887	2860.687988	13747238	142735584	2936.781982	2912.336182	3095.882324	3175.637939	2774.565674	2391.501953	0	0
20090827	2947.826904	2988.028076	2909.893066	2946.39502	14962731	157879296	2956.79834	2930.964355	3123.450928	3186.606201	2768.383057	2390.152344	0	0
20090826	2889.735107	2995.802979	2872.263916	2967.594971	14710345	148017504	2949.835938	2950.381104	3142.209473	3194.517334	2762.104736	2387.744629	0	0
20090825	2980.100098	2980.100098	2823.636963	2915.802979	16521246	169038784	2913.433838	2964.893311	3157.151123	3201.883057	2755.883545	2385.153564	0	0
20090824	2982.191895	3004.904053	2944.923096	2993.428955	14159276	137241152	2912.449707	2999.785889	3183.279785	3209.528076	2749.902588	2383.292725	0	0
20090821	2905.052979	2969.520996	2883.272949	2960.770996	14316361	154424032	2887.890137	3025.418945	3205.368652	3212.432129	2742.219238	2381.067139	0	0
20090820	2798.370117	2914.639893	2798.370117	2911.582031	12667988	134285696	2905.130371	3055.410889	3225.960449	3217.536865	2734.991699	2379.009521	0	0
20090819	2916.094971	2929.062988	2761.39502	2785.583984	12721744	140576800	2950.926025	3099.885498	3246.805908	3224.585693	2728.085449	2377.19165	0	0
20090818	2845.334961	2920.638916	2827.113037	2910.884033	12322996	134994688	3016.353027	3164.17749	3272.357666	3234.425049	2722.549316	2375.929932	0	0
20090817	2994.865967	3020.263916	2867.394043	2870.629883	14369164	156815120	3087.121582	3220.233154	3287.473877	3240.377441	2716.68042	2374.709229	0	0
20090814	3138.145996	3146.004883	3039.304932	3046.971924	15083203	148469280	3162.94751	3279.428955	3307.28833	3248.845215	2711.097168	2374.136963	0	0
20090813	3112.572998	3150.36499	3060.118896	3140.560059	14351355	141992896	3205.690918	3315.937988	3314.427002	3250.225342	2704.920898	2372.826416	0	0
20090812	3255.985107	3255.986084	3104.564941	3112.718994	16270009	160388032	3248.844971	3334.03833	3316.585449	3247.54834	2697.594971	2371.027344	0	0
20090811	3261.406006	3273.020996	3222.707031	3264.726074	12605829	119804320	3312.001465	3349.408936	3320.377441	3244.062744	2690.215088	2369.543213	0	0
20090810	3287.759033	3307.88501	3201.060059	3249.76001	15735019	146781024	3353.344482	3366.773926	3314.398926	3233.883789	2681.424561	2367.691406	0	0
20090807	3352.658936	3374.460938	3244.101074	3260.689941	18964616	175290608	3395.910645	3385.318848	3305.938721	3224.73584	2673.672119	2365.79541	0	0
20090806	3401.479004	3419.743896	3309.605957	3356.330078	22149528	196388112	3426.185059	3396.510254	3298.600342	3213.653076	2666.411377	2364.099609	0	1
20090805	3467.047119	3468.096924	3385.424072	3428.500977	24540267	223497072	3419.231201	3393.726074	3286.936035	3199.2771	2657.781738	2362.075439	0	0
20090804	3477.112061	3478.01001	3404.818115	3471.441895	25534286	230009104	3386.817139	3380.537842	3269.549316	3182.403564	2647.945068	2359.973633	0	0
20090803	3429.693115	3465.173096	3398.447998	3462.590088	24014238	218302352	3380.203125	3354.714111	3250.449707	3163.112305	2637.856445	2357.54834	0	0
